id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,forty_plus_indicator,credit_age
67880,15000.0,RENT,95000.0,15.76,0.17559999999999998,0.0,0,Over Forty,6929
67883,8400.0,RENT,40000.0,10.17,0.1235,0.0,0,Under Forty,5499
67947,2000.0,RENT,36000.0,14.17,0.20309999999999997,0.0,1,Under Forty,4464
67961,25000.0,MORTGAGE,242000.0,11.86,0.1433,0.0,0,Under Forty,11646
68000,6250.0,RENT,34000.0,22.52,0.1368,0.0,0,Under Forty,3854
68009,4150.0,MORTGAGE,54000.0,13.4,0.10640000000000001,0.0,0,Over Forty,9394
68060,1400.0,RENT,63000.0,18.78,0.20800000000000002,0.0,1,Over Forty,9213
68074,17625.0,MORTGAGE,40000.0,25.89,0.1885,0.0,0,Under Forty,5772
68088,8600.0,RENT,45000.0,31.52,0.1155,0.0,0,Over Forty,7294
68097,12800.0,RENT,95000.0,22.64,0.10640000000000001,0.0,0,Under Forty,6898
68112,9150.0,RENT,27000.0,18.9,0.08900000000000001,0.0,0,Under Forty,6868
68124,8000.0,RENT,39500.0,17.27,0.10640000000000001,0.0,0,Over Forty,8602
68156,8875.0,MORTGAGE,59386.0,18.51,0.1588,0.0,0,Under Forty,11343
68163,4800.0,MORTGAGE,88000.0,24.85,0.1825,0.0,0,Over Forty,6990
68177,5000.0,RENT,65000.0,5.58,0.1825,0.0,0,Under Forty,6168
68178,8000.0,OWN,86000.0,6.82,0.20309999999999997,0.0,1,Under Forty,11373
68185,9600.0,RENT,94000.0,1.1,0.0603,0.0,0,Under Forty,3946
68187,2000.0,OWN,48000.0,23.25,0.19519999999999998,0.0,0,Under Forty,4280
68211,6625.0,RENT,40196.0,24.45,0.079,0.0,0,Under Forty,7202
68214,3000.0,RENT,18000.0,15.2,0.1885,0.0,0,Under Forty,4311
68218,18825.0,MORTGAGE,42000.0,16.2,0.10640000000000001,0.0,0,Over Forty,8786
68225,12000.0,RENT,65000.0,23.04,0.1825,0.0,0,Over Forty,8694
68240,9000.0,RENT,72200.0,6.25,0.17559999999999998,0.0,0,Over Forty,7841
68262,12000.0,OWN,55000.0,8.88,0.0603,0.0,0,Over Forty,12255
68275,6700.0,MORTGAGE,64000.0,25.84,0.1522,0.0,0,Under Forty,7476
68306,10000.0,RENT,64940.0,23.73,0.1433,0.0,0,Under Forty,6868
68311,33000.0,MORTGAGE,90000.0,24.06,0.1678,0.0,0,Over Forty,7538
68331,10000.0,MORTGAGE,75000.0,8.37,0.1155,0.0,0,Over Forty,14965
68348,10000.0,MORTGAGE,50000.0,13.37,0.1522,0.0,0,Over Forty,7082
68350,20000.0,MORTGAGE,71000.0,20.45,0.1305,0.0,0,Over Forty,9029
68357,19000.0,MORTGAGE,102000.0,14.04,0.10640000000000001,0.0,0,Under Forty,8816
68369,18000.0,RENT,175000.0,9.79,0.1155,0.0,0,Under Forty,8571
68375,10000.0,MORTGAGE,66000.0,12.89,0.0662,0.0,0,Over Forty,7447
68379,14400.0,RENT,115000.0,18.13,0.1678,0.0,1,Over Forty,13685
68401,10000.0,RENT,44000.0,19.96,0.1885,0.0,0,Under Forty,5256
68439,17500.0,MORTGAGE,65000.0,16.65,0.10640000000000001,0.0,0,Under Forty,7476
68466,15000.0,MORTGAGE,38000.0,16.8,0.1305,0.0,0,Under Forty,8147
68471,2400.0,MORTGAGE,125000.0,7.42,0.17559999999999998,0.0,0,Under Forty,11677
68474,35000.0,RENT,170000.0,9.47,0.1235,0.0,0,Under Forty,10916
68491,25000.0,MORTGAGE,119600.0,2.07,0.08900000000000001,0.0,0,Over Forty,7841
68492,9500.0,MORTGAGE,60828.92,29.75,0.1522,0.0,1,Over Forty,6807
68503,4750.0,MORTGAGE,40392.0,18.57,0.1678,0.0,0,Under Forty,9578
68517,10000.0,MORTGAGE,38000.0,22.89,0.08900000000000001,0.0,0,Over Forty,8390
68528,1675.0,RENT,65000.0,18.46,0.2115,0.0,0,Over Forty,11769
68529,8325.0,OWN,40000.0,27.21,0.1588,0.0,0,Over Forty,7325
68532,14000.0,RENT,53400.0,12.6,0.1433,0.0,0,Under Forty,7141
68539,3000.0,MORTGAGE,35000.0,4.25,0.1305,0.0,0,Over Forty,7964
68543,18000.0,RENT,70000.0,25.42,0.1235,0.0,0,Under Forty,5560
68557,18000.0,MORTGAGE,50000.0,21.84,0.0662,0.0,0,Under Forty,8512
68570,11500.0,OWN,41800.0,9.1,0.1235,0.0,0,Over Forty,5468
68592,8500.0,RENT,30650.0,15.21,0.08900000000000001,0.0,0,Under Forty,4068
68605,19500.0,MORTGAGE,153000.0,10.3,0.0662,0.0,0,Under Forty,13716
68624,28000.0,RENT,95000.0,23.39,0.1433,0.0,0,Over Forty,8602
68633,31200.0,MORTGAGE,123000.0,8.6,0.0971,0.0,0,Under Forty,11008
68644,13200.0,RENT,68000.0,16.04,0.1588,0.0,0,Under Forty,6503
68649,4000.0,MORTGAGE,55000.0,34.87,0.20309999999999997,0.0,0,Under Forty,7051
68653,20700.0,MORTGAGE,46500.0,10.77,0.0762,0.0,0,Over Forty,7599
68659,3000.0,MORTGAGE,110000.0,15.66,0.1368,0.0,0,Over Forty,8755
68665,20000.0,MORTGAGE,68500.0,13.45,0.08900000000000001,0.0,0,Under Forty,7476
68670,10050.0,OWN,30000.0,25.84,0.1155,0.0,0,Under Forty,7051
68677,30000.0,RENT,82000.0,15.6,0.1885,0.0,0,Over Forty,9060
68694,19650.0,MORTGAGE,90005.0,30.76,0.20800000000000002,0.0,0,Under Forty,10763
68695,20000.0,RENT,110421.0,16.41,0.20800000000000002,0.0,0,Over Forty,11738
68702,10925.0,RENT,44000.0,32.1,0.1678,0.0,0,Under Forty,8877
68703,9000.0,MORTGAGE,80000.0,11.7,0.1522,0.0,1,Over Forty,6776
68726,10000.0,MORTGAGE,75000.0,4.13,0.1522,0.0,0,Under Forty,5042
68738,9000.0,MORTGAGE,110000.0,8.07,0.0662,0.0,0,Over Forty,14234
68741,15000.0,RENT,75674.0,23.12,0.17559999999999998,0.0,0,Under Forty,8056
68759,23000.0,MORTGAGE,184800.0,29.56,0.1433,0.0,0,Under Forty,12012
68767,16000.0,MORTGAGE,69000.0,22.89,0.1305,0.0,0,Under Forty,8056
68809,23000.0,MORTGAGE,92500.0,28.89,0.1155,0.0,0,Under Forty,9274
68815,6000.0,RENT,53000.0,14.9,0.0971,0.0,0,Over Forty,10674
68827,28000.0,MORTGAGE,115000.0,9.79,0.0971,0.0,0,Over Forty,7629
68828,9000.0,MORTGAGE,70000.0,17.52,0.1235,0.0,0,Under Forty,5621
68844,30000.0,MORTGAGE,105000.0,14.11,0.1433,0.0,0,Over Forty,8206
68850,6000.0,RENT,54000.0,13.16,0.1825,0.0,0,Under Forty,7172
68858,12000.0,RENT,60000.0,7.03,0.0762,0.0,0,Under Forty,6837
68861,10000.0,RENT,47000.0,8.99,0.20800000000000002,0.0,0,Under Forty,6260
68864,6950.0,MORTGAGE,89916.0,18.1,0.1885,0.0,0,Under Forty,5741
68867,15000.0,MORTGAGE,150000.0,18.59,0.0971,0.0,0,Over Forty,13443
68871,7200.0,MORTGAGE,54500.0,9.11,0.0603,0.0,0,Over Forty,9667
68872,20000.0,RENT,100000.0,13.1,0.1235,0.0,0,Under Forty,13199
68880,17625.0,MORTGAGE,45000.0,5.89,0.079,0.0,0,Under Forty,10004
68895,20800.0,MORTGAGE,75000.0,19.34,0.1155,0.0,0,Over Forty,7568
68900,20000.0,RENT,100000.0,11.51,0.1885,0.0,0,Under Forty,5195
68917,19200.0,MORTGAGE,50000.0,24.84,0.10640000000000001,0.0,0,Under Forty,5468
68920,16000.0,RENT,63600.0,21.75,0.0971,0.0,0,Over Forty,8298
68929,16000.0,RENT,60000.0,32.58,0.1522,0.0,1,Under Forty,10185
68931,12000.0,OWN,55000.0,13.29,0.1678,0.0,0,Over Forty,13685
68934,17000.0,OWN,47500.0,16.0,0.1235,0.0,0,Over Forty,9455
68935,10400.0,MORTGAGE,58000.0,26.56,0.1433,0.0,0,Over Forty,12773
68936,18000.0,MORTGAGE,65000.0,27.1,0.1235,0.0,0,Under Forty,5284
68937,5000.0,MORTGAGE,48000.0,17.13,0.1368,0.0,0,Under Forty,5103
68940,6500.0,MORTGAGE,45000.0,4.16,0.1155,0.0,0,Over Forty,11738
68947,20000.0,RENT,48000.0,17.58,0.1825,0.0,1,Under Forty,8968
68958,24000.0,MORTGAGE,100000.0,2.15,0.0762,0.0,0,Over Forty,8755
68966,6000.0,RENT,45000.0,9.36,0.1885,0.0,1,Under Forty,8237
68976,10500.0,RENT,285000.0,12.65,0.1885,3.0,0,Under Forty,8968
68986,31825.0,MORTGAGE,71200.0,24.59,0.1522,0.0,0,Over Forty,10063
69001,3000.0,RENT,35000.0,21.81,0.1885,0.0,0,Under Forty,4891
69004,12000.0,MORTGAGE,170000.0,4.44,0.0762,0.0,0,Under Forty,10063
69011,8000.0,RENT,30000.0,16.28,0.1825,0.0,0,Under Forty,5772
69014,8000.0,MORTGAGE,49000.0,10.33,0.1678,0.0,0,Under Forty,6199
69015,3600.0,RENT,45000.0,21.55,0.0762,0.0,0,Under Forty,6291
69036,15000.0,MORTGAGE,70000.0,17.83,0.0971,0.0,0,Under Forty,6656
69039,13000.0,OWN,54000.0,18.82,0.17559999999999998,0.0,0,Under Forty,7507
69043,5000.0,MORTGAGE,120360.0,23.67,0.1825,0.0,0,Under Forty,8268
69044,35000.0,MORTGAGE,100000.0,14.2,0.1155,0.0,0,Over Forty,14446
69045,18000.0,OWN,86000.0,8.36,0.079,0.0,0,Under Forty,7872
69050,8000.0,RENT,24000.0,15.2,0.1155,0.0,0,Under Forty,4950
69051,8000.0,MORTGAGE,36000.0,10.83,0.1235,0.0,0,Over Forty,9790
69060,12000.0,MORTGAGE,120000.0,11.26,0.0971,0.0,0,Over Forty,16730
69064,12000.0,RENT,96000.0,2.21,0.1235,0.0,1,Under Forty,7872
69069,12000.0,MORTGAGE,94500.0,21.74,0.1235,0.0,0,Under Forty,7202
69072,8500.0,RENT,54000.0,18.91,0.1235,0.0,0,Over Forty,7386
69075,8000.0,MORTGAGE,58000.0,11.71,0.10640000000000001,0.0,0,Over Forty,9790
69078,18775.0,RENT,70000.0,20.98,0.1235,0.0,0,Under Forty,11281
69089,7200.0,MORTGAGE,30000.0,8.08,0.1678,0.0,0,Under Forty,6837
69090,25000.0,MORTGAGE,109000.0,16.77,0.1522,0.0,0,Under Forty,6868
69091,9600.0,MORTGAGE,76000.0,9.73,0.1305,0.0,0,Under Forty,9455
69094,15000.0,MORTGAGE,68000.0,24.02,0.10640000000000001,0.0,0,Over Forty,7629
69101,27650.0,OWN,62000.0,13.84,0.1433,0.0,0,Over Forty,8694
69110,20000.0,MORTGAGE,120000.0,19.25,0.1235,0.0,0,Under Forty,7933
69111,8400.0,MORTGAGE,60000.0,19.1,0.17559999999999998,0.0,0,Under Forty,7538
69115,8000.0,RENT,63000.0,27.7,0.1235,0.0,0,Over Forty,12408
69121,25000.0,MORTGAGE,65000.0,19.79,0.079,0.0,0,Over Forty,15361
69123,25000.0,RENT,93600.0,18.18,0.1522,0.0,0,Under Forty,4554
69128,13500.0,RENT,74000.0,21.92,0.1433,0.0,0,Under Forty,9302
69132,15000.0,RENT,68000.0,18.49,0.1588,0.0,0,Under Forty,7233
69139,4750.0,MORTGAGE,18936.0,27.25,0.1588,1.0,0,Under Forty,13991
69144,18000.0,MORTGAGE,50000.0,26.14,0.10640000000000001,0.0,0,Under Forty,6898
69152,20000.0,MORTGAGE,82000.0,12.57,0.1368,0.0,0,Under Forty,6745
69157,13200.0,RENT,115888.0,5.86,0.0603,0.0,0,Over Forty,5529
69158,10000.0,RENT,50000.0,16.97,0.17559999999999998,0.0,1,Over Forty,6260
69173,18400.0,MORTGAGE,99450.0,8.82,0.1368,0.0,0,Under Forty,7233
69175,8875.0,RENT,45580.0,7.08,0.0971,0.0,0,Under Forty,5164
69176,5375.0,MORTGAGE,21000.0,18.4,0.1885,0.0,1,Under Forty,10735
69183,12000.0,MORTGAGE,57000.0,16.55,0.0971,0.0,0,Under Forty,8937
69194,12000.0,MORTGAGE,50000.0,3.72,0.1433,0.0,0,Over Forty,6745
69195,7000.0,MORTGAGE,53000.0,22.87,0.1305,0.0,0,Over Forty,7629
69205,8000.0,RENT,90000.0,21.63,0.222,0.0,1,Under Forty,6929
69207,15000.0,MORTGAGE,80000.0,17.57,0.10640000000000001,0.0,0,Under Forty,9090
69209,12000.0,RENT,62000.0,17.79,0.19519999999999998,0.0,0,Under Forty,7964
69222,12000.0,MORTGAGE,62000.0,17.61,0.1235,0.0,0,Under Forty,6656
69224,14675.0,RENT,47899.0,25.25,0.1305,0.0,1,Over Forty,8268
69226,8000.0,RENT,60000.0,23.12,0.1825,0.0,0,Over Forty,8633
69228,6000.0,MORTGAGE,80000.0,21.9,0.1825,0.0,0,Under Forty,5925
69231,12000.0,RENT,69000.0,27.9,0.1885,0.0,0,Under Forty,12043
69235,4500.0,OWN,40000.0,1.35,0.19519999999999998,0.0,0,Under Forty,5103
69236,19425.0,MORTGAGE,53000.0,32.94,0.19519999999999998,0.0,0,Under Forty,10490
69240,8000.0,RENT,36000.0,8.4,0.1678,0.0,0,Under Forty,5802
69242,10000.0,OWN,51158.0,12.67,0.1678,0.0,0,Under Forty,17095
69247,5600.0,MORTGAGE,70800.0,25.77,0.20309999999999997,0.0,0,Over Forty,6564
69249,8000.0,MORTGAGE,30000.0,26.52,0.1235,0.0,0,Under Forty,7021
69255,9600.0,MORTGAGE,79500.0,7.38,0.1433,0.0,0,Under Forty,8178
69258,16275.0,OWN,37000.0,29.03,0.1235,0.0,1,Under Forty,8755
69263,10000.0,RENT,60000.0,17.76,0.10640000000000001,0.0,1,Under Forty,7691
69269,18000.0,MORTGAGE,75000.0,20.91,0.1235,0.0,0,Over Forty,8724
69276,10600.0,RENT,36000.0,13.26,0.1155,0.0,0,Under Forty,4464
69277,15000.0,MORTGAGE,53000.0,12.25,0.10640000000000001,0.0,0,Under Forty,5225
69289,9500.0,MORTGAGE,66000.0,20.98,0.1368,0.0,0,Under Forty,4799
69292,8000.0,RENT,42000.0,20.66,0.1588,0.0,1,Under Forty,6960
69293,10625.0,MORTGAGE,40000.0,14.28,0.1678,0.0,0,Under Forty,6046
69298,9000.0,RENT,70000.0,8.8,0.079,0.0,0,Over Forty,8694
69300,20000.0,RENT,52000.0,20.52,0.10640000000000001,0.0,0,Under Forty,7782
69302,26400.0,MORTGAGE,200000.0,13.44,0.1155,0.0,0,Under Forty,7691
69305,20000.0,MORTGAGE,95000.0,7.12,0.1433,0.0,0,Under Forty,9547
69311,3000.0,MORTGAGE,25000.0,6.96,0.1235,0.0,0,Over Forty,9455
69312,10000.0,MORTGAGE,120000.0,3.7,0.2115,0.0,0,Over Forty,13291
69315,20000.0,RENT,102500.0,9.4,0.1305,0.0,0,Under Forty,10825
69317,10000.0,MORTGAGE,65000.0,4.8,0.1235,0.0,0,Under Forty,7172
69327,8000.0,MORTGAGE,78000.0,18.95,0.1235,0.0,1,Under Forty,7202
69328,12800.0,RENT,47000.0,12.23,0.0971,0.0,0,Under Forty,5864
69330,10000.0,MORTGAGE,82940.0,2.92,0.0971,0.0,0,Under Forty,7263
69332,9600.0,MORTGAGE,65000.0,3.54,0.10640000000000001,0.0,0,Over Forty,10398
69334,15000.0,RENT,45000.0,11.04,0.1678,0.0,0,Over Forty,7782
69336,12000.0,RENT,75000.0,9.78,0.1522,0.0,0,Under Forty,10032
69340,18000.0,MORTGAGE,92000.0,10.85,0.0971,0.0,0,Over Forty,8298
69345,11800.0,MORTGAGE,53000.0,22.37,0.1678,0.0,0,Under Forty,5711
69349,5400.0,RENT,44000.0,22.66,0.1678,0.0,0,Under Forty,5621
69350,12250.0,RENT,50000.0,19.92,0.20309999999999997,0.0,0,Under Forty,5437
69356,11000.0,RENT,60000.0,5.74,0.20309999999999997,0.0,0,Under Forty,6015
69361,12250.0,OWN,35000.0,17.3,0.1155,0.0,0,Under Forty,6564
69366,12000.0,RENT,65000.0,18.55,0.1678,0.0,1,Under Forty,7202
69369,16000.0,MORTGAGE,36000.0,31.83,0.1433,0.0,0,Over Forty,7599
69371,8000.0,OWN,70000.0,13.58,0.0971,0.0,0,Under Forty,6656
69374,10000.0,RENT,35000.0,8.81,0.1678,0.0,0,Under Forty,6046
69379,15000.0,MORTGAGE,50000.0,24.56,0.0971,0.0,0,Over Forty,9790
69380,8725.0,MORTGAGE,33280.0,21.96,0.10640000000000001,0.0,0,Under Forty,14112
69385,10050.0,RENT,50000.0,21.77,0.1588,0.0,0,Over Forty,6868
69389,16000.0,MORTGAGE,65000.0,24.06,0.17559999999999998,0.0,0,Over Forty,6898
69393,12000.0,MORTGAGE,42000.0,3.8,0.1522,0.0,0,Under Forty,8694
69395,10000.0,MORTGAGE,36000.0,27.2,0.1368,0.0,0,Under Forty,11404
69402,17500.0,RENT,90000.0,19.53,0.0762,0.0,0,Under Forty,9729
69403,6000.0,MORTGAGE,45000.0,16.85,0.1235,0.0,0,Under Forty,5072
69405,13375.0,RENT,75000.0,28.14,0.17559999999999998,0.0,0,Over Forty,6807
69406,12000.0,RENT,38000.0,20.75,0.19519999999999998,0.0,0,Under Forty,5284
69407,12000.0,RENT,50000.0,16.22,0.1155,0.0,0,Under Forty,6077
69414,6000.0,RENT,30000.0,13.6,0.1235,0.0,0,Under Forty,5772
69416,14575.0,RENT,60000.0,31.34,0.1825,0.0,1,Under Forty,8999
69417,7125.0,RENT,30000.0,13.28,0.1588,0.0,0,Over Forty,7355
69418,8000.0,RENT,45000.0,12.67,0.1235,0.0,0,Under Forty,7051
69422,2400.0,MORTGAGE,40000.0,28.35,0.17559999999999998,0.0,0,Over Forty,7476
69423,3000.0,MORTGAGE,35000.0,17.04,0.1305,0.0,0,Over Forty,6686
69425,4850.0,MORTGAGE,58000.0,30.27,0.1368,10.0,0,Under Forty,7082
69426,15000.0,MORTGAGE,85000.0,8.0,0.1305,0.0,0,Over Forty,9608
69428,12800.0,MORTGAGE,101000.0,21.78,0.1368,0.0,0,Under Forty,8999
69434,14500.0,MORTGAGE,46000.0,23.45,0.10640000000000001,0.0,0,Under Forty,9698
69437,14000.0,MORTGAGE,105000.0,13.23,0.0762,0.0,0,Over Forty,9455
69439,35000.0,MORTGAGE,81000.0,27.07,0.1678,0.0,0,Over Forty,9639
69441,35000.0,RENT,200000.0,11.65,0.2115,0.0,0,Under Forty,8359
69442,5000.0,RENT,50000.0,24.53,0.21600000000000003,0.0,0,Under Forty,5986
69444,6075.0,RENT,27000.0,18.62,0.1522,0.0,0,Under Forty,11616
69445,8500.0,MORTGAGE,57200.0,17.85,0.1885,0.0,0,Over Forty,6077
69447,24000.0,MORTGAGE,114107.0,7.08,0.0603,0.0,0,Over Forty,8694
69451,8000.0,MORTGAGE,70000.0,19.63,0.0971,0.0,0,Over Forty,11982
69463,6075.0,RENT,22000.0,20.73,0.08900000000000001,0.0,0,Under Forty,8543
69468,17050.0,OWN,39000.0,31.56,0.1305,0.0,0,Under Forty,7629
69470,4125.0,RENT,15000.0,5.68,0.1155,0.0,0,Under Forty,4646
69471,17000.0,MORTGAGE,110000.0,15.99,0.0971,0.0,0,Under Forty,9790
69472,11000.0,MORTGAGE,90000.0,11.64,0.1522,0.0,1,Under Forty,8602
69473,7000.0,MORTGAGE,61000.0,18.45,0.1235,0.0,0,Over Forty,14265
69476,24000.0,MORTGAGE,125000.0,6.47,0.1155,0.0,0,Under Forty,12408
69480,1400.0,MORTGAGE,55000.0,27.82,0.19519999999999998,0.0,0,Over Forty,9943
69482,10000.0,RENT,51250.0,13.04,0.1825,0.0,0,Under Forty,6015
69485,6000.0,RENT,90000.0,25.67,0.1825,0.0,0,Over Forty,6929
69489,32000.0,RENT,93000.0,23.38,0.1368,0.0,0,Over Forty,13596
69490,7000.0,MORTGAGE,92000.0,18.2,0.079,0.0,0,Under Forty,7933
69491,2500.0,MORTGAGE,28000.0,19.59,0.235,0.0,0,Under Forty,4311
69494,28000.0,MORTGAGE,90000.0,24.34,0.1368,0.0,0,Under Forty,6260
69495,6000.0,OWN,40000.0,13.7,0.1305,0.0,0,Under Forty,10582
69504,8150.0,RENT,37000.0,20.4,0.1522,0.0,0,Over Forty,8178
69506,8400.0,RENT,34000.0,24.67,0.1155,0.0,1,Under Forty,9578
69507,7800.0,OWN,55400.0,14.71,0.17559999999999998,0.0,0,Under Forty,5437
69510,8000.0,MORTGAGE,30000.0,14.36,0.1155,0.0,0,Under Forty,5833
69515,8875.0,MORTGAGE,32000.0,26.74,0.10640000000000001,0.0,0,Over Forty,6260
69516,10000.0,MORTGAGE,75000.0,9.04,0.1885,0.0,0,Under Forty,8543
69517,10575.0,MORTGAGE,45000.0,7.71,0.1155,0.0,0,Under Forty,5315
69519,15000.0,MORTGAGE,103000.0,4.21,0.0603,0.0,0,Over Forty,9578
69522,5000.0,RENT,20800.0,26.09,0.08900000000000001,0.0,0,Under Forty,9820
69523,10550.0,MORTGAGE,107000.0,15.06,0.1235,0.0,0,Under Forty,8178
69524,5500.0,RENT,55000.0,21.32,0.1235,0.0,0,Under Forty,10155
69526,10000.0,OWN,34000.0,14.4,0.1305,0.0,0,Over Forty,12196
69527,4500.0,MORTGAGE,105000.0,13.1,0.20309999999999997,0.0,0,Under Forty,6868
69529,6500.0,MORTGAGE,150000.0,8.01,0.0603,0.0,0,Over Forty,14996
69533,10000.0,OWN,32400.0,5.41,0.079,0.0,0,Under Forty,9274
69538,18000.0,MORTGAGE,130000.0,15.96,0.079,0.0,0,Under Forty,8025
69539,10000.0,RENT,50000.0,22.85,0.1588,0.0,0,Under Forty,9455
69540,6000.0,RENT,55000.0,13.18,0.1588,0.0,1,Under Forty,4707
69546,12875.0,RENT,51960.0,26.17,0.1305,0.0,0,Under Forty,7110
69548,7000.0,MORTGAGE,80000.0,6.78,0.0971,0.0,0,Under Forty,6656
69551,7000.0,RENT,65000.0,9.78,0.17559999999999998,0.0,0,Over Forty,6625
69553,1800.0,OWN,33000.0,8.51,0.2115,0.0,1,Under Forty,4799
69554,10000.0,RENT,31000.0,20.28,0.1825,0.0,1,Over Forty,8117
69555,12000.0,RENT,63500.0,13.62,0.08900000000000001,0.0,0,Over Forty,12408
69556,15250.0,MORTGAGE,42000.0,21.53,0.0971,0.0,0,Under Forty,6199
69561,5000.0,MORTGAGE,59733.0,30.36,0.1368,0.0,0,Over Forty,7325
69564,9250.0,OWN,28000.0,8.54,0.1155,0.0,0,Under Forty,7691
69567,8000.0,RENT,25000.0,26.83,0.1155,0.0,0,Under Forty,4494
69568,8000.0,OWN,27000.0,23.11,0.1305,0.0,0,Under Forty,6776
69571,3500.0,OWN,29700.0,16.12,0.1825,0.0,0,Under Forty,5772
69573,6800.0,OWN,38000.0,27.41,0.1678,0.0,1,Under Forty,13320
69576,12500.0,RENT,48000.0,7.95,0.1305,0.0,0,Under Forty,9394
69577,5325.0,MORTGAGE,30000.0,10.56,0.1235,0.0,1,Under Forty,4585
69580,7975.0,MORTGAGE,45000.0,17.97,0.10640000000000001,0.0,0,Under Forty,5042
69584,21000.0,RENT,117500.0,11.57,0.1305,0.0,0,Over Forty,6776
69585,3000.0,MORTGAGE,55000.0,10.32,0.19519999999999998,0.0,0,Over Forty,7416
69586,11600.0,RENT,50000.0,13.68,0.10640000000000001,0.0,0,Under Forty,8298
69588,8875.0,RENT,26000.0,13.34,0.1235,0.0,0,Under Forty,8390
69589,9000.0,RENT,50000.0,19.66,0.079,0.0,0,Under Forty,8178
69593,7000.0,MORTGAGE,84000.0,6.39,0.079,0.0,0,Under Forty,12135
69594,15000.0,RENT,58000.0,7.26,0.1305,0.0,0,Over Forty,6776
69599,11100.0,RENT,45000.0,4.43,0.1678,0.0,0,Under Forty,4677
69601,11500.0,MORTGAGE,34000.0,27.42,0.08900000000000001,0.0,0,Over Forty,10155
69602,13200.0,MORTGAGE,49791.0,30.89,0.1368,0.0,0,Under Forty,7507
69608,7125.0,MORTGAGE,57200.0,33.04,0.1678,0.0,0,Over Forty,5256
69613,8000.0,RENT,90000.0,2.33,0.235,0.0,0,Under Forty,10032
69615,4000.0,RENT,55000.0,19.45,0.10640000000000001,0.0,0,Under Forty,6107
